"Notes"	"Census Division"	"Census Division Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Jun., 2015"	"2015/06"	170	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Jul., 2015"	"2015/07"	181	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Aug., 2015"	"2015/08"	182	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Sep., 2015"	"2015/09"	227	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Oct., 2015"	"2015/10"	207	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Nov., 2015"	"2015/11"	223	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Dec., 2015"	"2015/12"	218	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Jan., 2016"	"2016/01"	213	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Feb., 2016"	"2016/02"	245	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Mar., 2016"	"2016/03"	290	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Apr., 2016"	"2016/04"	269	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"May, 2016"	"2016/05"	247	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Jun., 2016"	"2016/06"	247	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Jul., 2016"	"2016/07"	267	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Aug., 2016"	"2016/08"	269	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Sep., 2016"	"2016/09"	278	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Oct., 2016"	"2016/10"	292	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Nov., 2016"	"2016/11"	296	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Dec., 2016"	"2016/12"	294	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Jan., 2017"	"2017/01"	370	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Feb., 2017"	"2017/02"	359	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Mar., 2017"	"2017/03"	321	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Apr., 2017"	"2017/04"	315	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"May, 2017"	"2017/05"	329	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Jun., 2017"	"2017/06"	334	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Jul., 2017"	"2017/07"	313	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Aug., 2017"	"2017/08"	317	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Sep., 2017"	"2017/09"	321	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Oct., 2017"	"2017/10"	295	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Nov., 2017"	"2017/11"	299	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"	"Dec., 2017"	"2017/12"	293	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"	"Female"	"F"			11625	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jan., 2014"	"2014/01"	308	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Feb., 2014"	"2014/02"	319	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Mar., 2014"	"2014/03"	358	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Apr., 2014"	"2014/04"	303	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"May, 2014"	"2014/05"	321	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jun., 2014"	"2014/06"	340	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jul., 2014"	"2014/07"	367	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Aug., 2014"	"2014/08"	374	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Sep., 2014"	"2014/09"	366	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Oct., 2014"	"2014/10"	418	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Nov., 2014"	"2014/11"	367	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Dec., 2014"	"2014/12"	363	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jan., 2015"	"2015/01"	385	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Feb., 2015"	"2015/02"	376	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Mar., 2015"	"2015/03"	427	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Apr., 2015"	"2015/04"	451	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"May, 2015"	"2015/05"	426	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jun., 2015"	"2015/06"	389	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jul., 2015"	"2015/07"	403	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Aug., 2015"	"2015/08"	415	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Sep., 2015"	"2015/09"	436	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Oct., 2015"	"2015/10"	456	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Nov., 2015"	"2015/11"	441	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Dec., 2015"	"2015/12"	417	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jan., 2016"	"2016/01"	500	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Feb., 2016"	"2016/02"	557	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Mar., 2016"	"2016/03"	604	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Apr., 2016"	"2016/04"	550	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"May, 2016"	"2016/05"	557	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jun., 2016"	"2016/06"	491	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jul., 2016"	"2016/07"	588	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Aug., 2016"	"2016/08"	584	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Sep., 2016"	"2016/09"	653	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Oct., 2016"	"2016/10"	611	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Nov., 2016"	"2016/11"	608	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Dec., 2016"	"2016/12"	716	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jan., 2017"	"2017/01"	779	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Feb., 2017"	"2017/02"	740	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Mar., 2017"	"2017/03"	700	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Apr., 2017"	"2017/04"	700	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"May, 2017"	"2017/05"	692	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jun., 2017"	"2017/06"	635	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Jul., 2017"	"2017/07"	686	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Aug., 2017"	"2017/08"	630	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Sep., 2017"	"2017/09"	736	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Oct., 2017"	"2017/10"	672	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Nov., 2017"	"2017/11"	679	Not Applicable	Not Applicable
	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"	"Dec., 2017"	"2017/12"	606	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"	"Male"	"M"			24500	Not Applicable	Not Applicable
"Total"	"Division 3: East North Central"	"CENS-D3"					36125	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jan., 2014"	"2014/01"	62	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Feb., 2014"	"2014/02"	61	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Mar., 2014"	"2014/03"	73	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Apr., 2014"	"2014/04"	57	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"May, 2014"	"2014/05"	64	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jun., 2014"	"2014/06"	45	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jul., 2014"	"2014/07"	48	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Aug., 2014"	"2014/08"	50	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Sep., 2014"	"2014/09"	43	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Oct., 2014"	"2014/10"	47	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Nov., 2014"	"2014/11"	61	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Dec., 2014"	"2014/12"	54	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jan., 2015"	"2015/01"	60	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Feb., 2015"	"2015/02"	65	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Mar., 2015"	"2015/03"	62	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Apr., 2015"	"2015/04"	60	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"May, 2015"	"2015/05"	58	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jun., 2015"	"2015/06"	60	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jul., 2015"	"2015/07"	48	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Aug., 2015"	"2015/08"	52	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Sep., 2015"	"2015/09"	59	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Oct., 2015"	"2015/10"	55	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Nov., 2015"	"2015/11"	51	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Dec., 2015"	"2015/12"	49	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jan., 2016"	"2016/01"	66	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Feb., 2016"	"2016/02"	58	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Mar., 2016"	"2016/03"	41	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Apr., 2016"	"2016/04"	64	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"May, 2016"	"2016/05"	67	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jun., 2016"	"2016/06"	62	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jul., 2016"	"2016/07"	57	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Aug., 2016"	"2016/08"	67	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Sep., 2016"	"2016/09"	58	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Oct., 2016"	"2016/10"	61	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Nov., 2016"	"2016/11"	57	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Dec., 2016"	"2016/12"	75	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jan., 2017"	"2017/01"	72	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Feb., 2017"	"2017/02"	63	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Mar., 2017"	"2017/03"	77	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Apr., 2017"	"2017/04"	67	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"May, 2017"	"2017/05"	67	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jun., 2017"	"2017/06"	68	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Jul., 2017"	"2017/07"	68	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Aug., 2017"	"2017/08"	64	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Sep., 2017"	"2017/09"	70	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Oct., 2017"	"2017/10"	76	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Nov., 2017"	"2017/11"	57	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"	"Dec., 2017"	"2017/12"	66	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"Female"	"F"			2892	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jan., 2014"	"2014/01"	90	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Feb., 2014"	"2014/02"	88	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Mar., 2014"	"2014/03"	80	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Apr., 2014"	"2014/04"	89	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"May, 2014"	"2014/05"	92	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jun., 2014"	"2014/06"	77	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jul., 2014"	"2014/07"	92	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Aug., 2014"	"2014/08"	95	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Sep., 2014"	"2014/09"	89	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Oct., 2014"	"2014/10"	99	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Nov., 2014"	"2014/11"	74	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Dec., 2014"	"2014/12"	88	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jan., 2015"	"2015/01"	94	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Feb., 2015"	"2015/02"	82	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Mar., 2015"	"2015/03"	92	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Apr., 2015"	"2015/04"	92	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"May, 2015"	"2015/05"	110	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jun., 2015"	"2015/06"	76	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jul., 2015"	"2015/07"	88	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Aug., 2015"	"2015/08"	88	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Sep., 2015"	"2015/09"	87	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Oct., 2015"	"2015/10"	83	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Nov., 2015"	"2015/11"	92	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Dec., 2015"	"2015/12"	91	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jan., 2016"	"2016/01"	111	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Feb., 2016"	"2016/02"	127	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Mar., 2016"	"2016/03"	117	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Apr., 2016"	"2016/04"	116	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"May, 2016"	"2016/05"	104	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jun., 2016"	"2016/06"	105	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jul., 2016"	"2016/07"	104	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Aug., 2016"	"2016/08"	106	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Sep., 2016"	"2016/09"	129	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Oct., 2016"	"2016/10"	109	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Nov., 2016"	"2016/11"	137	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Dec., 2016"	"2016/12"	134	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jan., 2017"	"2017/01"	139	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Feb., 2017"	"2017/02"	114	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Mar., 2017"	"2017/03"	125	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Apr., 2017"	"2017/04"	101	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"May, 2017"	"2017/05"	124	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jun., 2017"	"2017/06"	111	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Jul., 2017"	"2017/07"	105	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Aug., 2017"	"2017/08"	124	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Sep., 2017"	"2017/09"	132	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Oct., 2017"	"2017/10"	126	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Nov., 2017"	"2017/11"	125	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"	"Dec., 2017"	"2017/12"	115	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"Male"	"M"			4968	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"					7860	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jan., 2014"	"2014/01"	213	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Feb., 2014"	"2014/02"	212	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Mar., 2014"	"2014/03"	209	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Apr., 2014"	"2014/04"	214	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"May, 2014"	"2014/05"	191	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jun., 2014"	"2014/06"	190	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jul., 2014"	"2014/07"	222	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Aug., 2014"	"2014/08"	220	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Sep., 2014"	"2014/09"	218	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Oct., 2014"	"2014/10"	219	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Nov., 2014"	"2014/11"	206	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Dec., 2014"	"2014/12"	225	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jan., 2015"	"2015/01"	252	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Feb., 2015"	"2015/02"	240	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Mar., 2015"	"2015/03"	248	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Apr., 2015"	"2015/04"	224	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"May, 2015"	"2015/05"	224	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jun., 2015"	"2015/06"	219	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jul., 2015"	"2015/07"	267	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Aug., 2015"	"2015/08"	272	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Sep., 2015"	"2015/09"	251	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Oct., 2015"	"2015/10"	282	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Nov., 2015"	"2015/11"	226	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Dec., 2015"	"2015/12"	251	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jan., 2016"	"2016/01"	285	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Feb., 2016"	"2016/02"	287	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Mar., 2016"	"2016/03"	372	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Apr., 2016"	"2016/04"	295	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"May, 2016"	"2016/05"	298	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jun., 2016"	"2016/06"	303	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jul., 2016"	"2016/07"	339	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Aug., 2016"	"2016/08"	312	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Sep., 2016"	"2016/09"	325	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Oct., 2016"	"2016/10"	320	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Nov., 2016"	"2016/11"	339	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Dec., 2016"	"2016/12"	336	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"Female"	"F"	"Jan., 2017"	"2017/01"	348	Not Applicable	Not Applicable
