"Notes"	"HHS Region"	"HHS Region Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Nov., 2014"	"2014/11"	592	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Dec., 2014"	"2014/12"	569	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Jan., 2015"	"2015/01"	603	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Feb., 2015"	"2015/02"	586	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mar., 2015"	"2015/03"	702	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Apr., 2015"	"2015/04"	720	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"May, 2015"	"2015/05"	677	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Jun., 2015"	"2015/06"	587	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Jul., 2015"	"2015/07"	620	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Aug., 2015"	"2015/08"	636	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Sep., 2015"	"2015/09"	701	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Oct., 2015"	"2015/10"	700	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Nov., 2015"	"2015/11"	700	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Dec., 2015"	"2015/12"	666	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Jan., 2016"	"2016/01"	763	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Feb., 2016"	"2016/02"	849	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mar., 2016"	"2016/03"	932	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Apr., 2016"	"2016/04"	855	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"May, 2016"	"2016/05"	846	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Jun., 2016"	"2016/06"	783	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Jul., 2016"	"2016/07"	888	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Aug., 2016"	"2016/08"	894	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Sep., 2016"	"2016/09"	974	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Oct., 2016"	"2016/10"	940	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Nov., 2016"	"2016/11"	949	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Dec., 2016"	"2016/12"	1054	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Jan., 2017"	"2017/01"	1195	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Feb., 2017"	"2017/02"	1145	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Mar., 2017"	"2017/03"	1067	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Apr., 2017"	"2017/04"	1058	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"May, 2017"	"2017/05"	1068	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Jun., 2017"	"2017/06"	1018	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Jul., 2017"	"2017/07"	1041	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Aug., 2017"	"2017/08"	1004	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Sep., 2017"	"2017/09"	1113	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Oct., 2017"	"2017/10"	1011	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Nov., 2017"	"2017/11"	1019	Not Applicable	Not Applicable
	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"	"Dec., 2017"	"2017/12"	948	Not Applicable	Not Applicable
"Total"	"HHS Region #5  IL, IN, MI, MN, OH, WI"	"HHS5"			38000	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jan., 2014"	"2014/01"	285	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Feb., 2014"	"2014/02"	295	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Mar., 2014"	"2014/03"	282	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Apr., 2014"	"2014/04"	245	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"May, 2014"	"2014/05"	259	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jun., 2014"	"2014/06"	297	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jul., 2014"	"2014/07"	236	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aug., 2014"	"2014/08"	287	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Sep., 2014"	"2014/09"	266	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Oct., 2014"	"2014/10"	257	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Nov., 2014"	"2014/11"	274	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Dec., 2014"	"2014/12"	265	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jan., 2015"	"2015/01"	305	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Feb., 2015"	"2015/02"	252	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Mar., 2015"	"2015/03"	335	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Apr., 2015"	"2015/04"	262	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"May, 2015"	"2015/05"	301	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jun., 2015"	"2015/06"	291	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jul., 2015"	"2015/07"	283	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aug., 2015"	"2015/08"	294	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Sep., 2015"	"2015/09"	301	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Oct., 2015"	"2015/10"	300	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Nov., 2015"	"2015/11"	246	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Dec., 2015"	"2015/12"	262	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jan., 2016"	"2016/01"	284	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Feb., 2016"	"2016/02"	312	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Mar., 2016"	"2016/03"	335	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Apr., 2016"	"2016/04"	298	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"May, 2016"	"2016/05"	308	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jun., 2016"	"2016/06"	291	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jul., 2016"	"2016/07"	326	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aug., 2016"	"2016/08"	325	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Sep., 2016"	"2016/09"	291	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Oct., 2016"	"2016/10"	291	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Nov., 2016"	"2016/11"	297	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Dec., 2016"	"2016/12"	312	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jan., 2017"	"2017/01"	342	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Feb., 2017"	"2017/02"	328	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Mar., 2017"	"2017/03"	338	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Apr., 2017"	"2017/04"	341	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"May, 2017"	"2017/05"	341	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jun., 2017"	"2017/06"	337	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Jul., 2017"	"2017/07"	368	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Aug., 2017"	"2017/08"	307	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Sep., 2017"	"2017/09"	299	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Oct., 2017"	"2017/10"	294	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Nov., 2017"	"2017/11"	342	Not Applicable	Not Applicable
	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"	"Dec., 2017"	"2017/12"	372	Not Applicable	Not Applicable
"Total"	"HHS Region #6  AR, LA, NM, OK, TX"	"HHS6"			14359	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jan., 2014"	"2014/01"	110	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Feb., 2014"	"2014/02"	111	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Mar., 2014"	"2014/03"	104	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Apr., 2014"	"2014/04"	117	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"May, 2014"	"2014/05"	116	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jun., 2014"	"2014/06"	86	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jul., 2014"	"2014/07"	100	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Aug., 2014"	"2014/08"	113	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Sep., 2014"	"2014/09"	94	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Oct., 2014"	"2014/10"	100	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Nov., 2014"	"2014/11"	89	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Dec., 2014"	"2014/12"	113	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jan., 2015"	"2015/01"	113	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Feb., 2015"	"2015/02"	113	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Mar., 2015"	"2015/03"	104	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Apr., 2015"	"2015/04"	106	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"May, 2015"	"2015/05"	127	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jun., 2015"	"2015/06"	102	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jul., 2015"	"2015/07"	97	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Aug., 2015"	"2015/08"	96	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Sep., 2015"	"2015/09"	104	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Oct., 2015"	"2015/10"	91	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Nov., 2015"	"2015/11"	105	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Dec., 2015"	"2015/12"	101	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jan., 2016"	"2016/01"	121	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Feb., 2016"	"2016/02"	129	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Mar., 2016"	"2016/03"	108	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Apr., 2016"	"2016/04"	130	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"May, 2016"	"2016/05"	120	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jun., 2016"	"2016/06"	108	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jul., 2016"	"2016/07"	120	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Aug., 2016"	"2016/08"	124	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Sep., 2016"	"2016/09"	134	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Oct., 2016"	"2016/10"	127	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Nov., 2016"	"2016/11"	138	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Dec., 2016"	"2016/12"	156	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jan., 2017"	"2017/01"	154	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Feb., 2017"	"2017/02"	126	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Mar., 2017"	"2017/03"	151	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Apr., 2017"	"2017/04"	117	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"May, 2017"	"2017/05"	133	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jun., 2017"	"2017/06"	120	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Jul., 2017"	"2017/07"	128	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Aug., 2017"	"2017/08"	124	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Sep., 2017"	"2017/09"	139	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Oct., 2017"	"2017/10"	151	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Nov., 2017"	"2017/11"	129	Not Applicable	Not Applicable
	"HHS Region #7  IA, KS, MO, NE"	"HHS7"	"Dec., 2017"	"2017/12"	127	Not Applicable	Not Applicable
"Total"	"HHS Region #7  IA, KS, MO, NE"	"HHS7"			5626	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jan., 2014"	"2014/01"	106	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Feb., 2014"	"2014/02"	108	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Mar., 2014"	"2014/03"	109	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Apr., 2014"	"2014/04"	104	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"May, 2014"	"2014/05"	111	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jun., 2014"	"2014/06"	100	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jul., 2014"	"2014/07"	109	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Aug., 2014"	"2014/08"	99	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Sep., 2014"	"2014/09"	112	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Oct., 2014"	"2014/10"	91	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Nov., 2014"	"2014/11"	134	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Dec., 2014"	"2014/12"	123	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jan., 2015"	"2015/01"	111	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Feb., 2015"	"2015/02"	100	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Mar., 2015"	"2015/03"	101	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Apr., 2015"	"2015/04"	109	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"May, 2015"	"2015/05"	90	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jun., 2015"	"2015/06"	101	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jul., 2015"	"2015/07"	89	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Aug., 2015"	"2015/08"	97	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Sep., 2015"	"2015/09"	103	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Oct., 2015"	"2015/10"	106	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Nov., 2015"	"2015/11"	114	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Dec., 2015"	"2015/12"	130	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jan., 2016"	"2016/01"	127	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Feb., 2016"	"2016/02"	120	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Mar., 2016"	"2016/03"	136	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Apr., 2016"	"2016/04"	117	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"May, 2016"	"2016/05"	120	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jun., 2016"	"2016/06"	122	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jul., 2016"	"2016/07"	121	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Aug., 2016"	"2016/08"	119	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Sep., 2016"	"2016/09"	103	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Oct., 2016"	"2016/10"	110	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Nov., 2016"	"2016/11"	130	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Dec., 2016"	"2016/12"	114	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jan., 2017"	"2017/01"	145	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Feb., 2017"	"2017/02"	112	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Mar., 2017"	"2017/03"	105	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Apr., 2017"	"2017/04"	130	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"May, 2017"	"2017/05"	106	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jun., 2017"	"2017/06"	136	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Jul., 2017"	"2017/07"	115	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Aug., 2017"	"2017/08"	126	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Sep., 2017"	"2017/09"	108	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Oct., 2017"	"2017/10"	122	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Nov., 2017"	"2017/11"	142	Not Applicable	Not Applicable
	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"	"Dec., 2017"	"2017/12"	107	Not Applicable	Not Applicable
"Total"	"HHS Region #8  CO, MT, ND, SD, UT, WY"	"HHS8"			5450	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Jan., 2014"	"2014/01"	321	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Feb., 2014"	"2014/02"	301	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Mar., 2014"	"2014/03"	364	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Apr., 2014"	"2014/04"	304	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"May, 2014"	"2014/05"	324	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Jun., 2014"	"2014/06"	305	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Jul., 2014"	"2014/07"	356	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Aug., 2014"	"2014/08"	282	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Sep., 2014"	"2014/09"	329	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Oct., 2014"	"2014/10"	291	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Nov., 2014"	"2014/11"	326	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Dec., 2014"	"2014/12"	306	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Jan., 2015"	"2015/01"	325	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Feb., 2015"	"2015/02"	314	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Mar., 2015"	"2015/03"	341	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Apr., 2015"	"2015/04"	329	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"May, 2015"	"2015/05"	355	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Jun., 2015"	"2015/06"	327	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Jul., 2015"	"2015/07"	314	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Aug., 2015"	"2015/08"	370	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Sep., 2015"	"2015/09"	322	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Oct., 2015"	"2015/10"	324	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Nov., 2015"	"2015/11"	321	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Dec., 2015"	"2015/12"	300	Not Applicable	Not Applicable
	"HHS Region #9  AZ, CA, HI, NV"	"HHS9"	"Jan., 2016"	"2016/01"	337	Not Applicable	Not Applicable
